Store Name,amenity,leisure,shop,count
HY-VEE #2,None,None,supermarket,1
HY-VEE #2,bar,None,None,2
HY-VEE #2,cafe,None,None,3
HY-VEE #2,pub,None,None,1
HY-VEE #2,restaurant,None,None,11
HY-VEE #2 / ANKENY,None,None,supermarket,1
HY-VEE #2 / ANKENY,bar,None,None,2
HY-VEE #2 / ANKENY,cafe,None,None,3
HY-VEE #2 / ANKENY,pub,None,None,1
HY-VEE #2 / ANKENY,restaurant,None,None,11
HY-VEE #3 / BDI / DES MOINES,None,None,supermarket,1
HY-VEE #3 / BDI / DES MOINES,restaurant,None,None,4
HY-VEE #4 / WDM,pub,None,None,4
HY-VEE #4 / WDM,cafe,None,None,5
HY-VEE #4 / WDM,restaurant,None,None,11
HY-VEE #4 / WDM,None,stadium,None,1
HY-VEE #4 / WDM,None,None,supermarket,1
HY-VEE #4 / WDM,bar,None,None,4
HY-VEE (1530) / PLEASANT HILL,None,None,supermarket,1
HY-VEE (1530) / PLEASANT HILL,cafe,None,None,1
HY-VEE / GRIMES,None,None,supermarket,4
HY-VEE / GRIMES,bar,None,None,1
HY-VEE / GRIMES,cafe,None,None,3
HY-VEE / GRIMES,restaurant,None,None,6
HY-VEE / GRIMES,restaurant,None,vacant,1
HY-VEE / PLEASANT HILL,cafe,None,None,1
HY-VEE / PLEASANT HILL,None,None,supermarket,1
HY-VEE / URBANDALE,None,None,supermarket,2
HY-VEE / URBANDALE,bar,None,None,1
HY-VEE / URBANDALE,cafe,None,None,1
HY-VEE / URBANDALE,pub,None,None,2
HY-VEE / URBANDALE,restaurant,None,None,11
HY-VEE / WINDSOR HEIGHTS,None,None,supermarket,3
HY-VEE / WINDSOR HEIGHTS,bar,None,None,3
HY-VEE / WINDSOR HEIGHTS,cafe,None,None,2
HY-VEE / WINDSOR HEIGHTS,pub,None,None,1
HY-VEE / WINDSOR HEIGHTS,restaurant,None,None,5
HY-VEE C-STORE #2 - ANKENY,pub,None,None,1
HY-VEE C-STORE #2 - ANKENY,cafe,None,None,3
HY-VEE C-STORE #2 - ANKENY,restaurant,None,None,11
HY-VEE C-STORE #2 - ANKENY,None,None,supermarket,1
HY-VEE C-STORE #2 - ANKENY,bar,None,None,2
HY-VEE C-STORE - DOUGLAS,restaurant,None,None,12
HY-VEE C-STORE - DOUGLAS,pub,None,None,2
HY-VEE C-STORE - DOUGLAS,None,None,supermarket,2
HY-VEE C-STORE - DOUGLAS,bar,None,None,1
HY-VEE C-STORE - DOUGLAS,cafe,None,None,1
HY-VEE C-STORE / SE ARMY POST,None,None,supermarket,4
HY-VEE C-STORE / SE ARMY POST,cafe,None,None,1
HY-VEE C-STORE / SE ARMY POST,restaurant,None,None,6
HY-VEE C-STRORE - DOUGLAS,restaurant,None,None,12
HY-VEE C-STRORE - DOUGLAS,cafe,None,None,1
HY-VEE C-STRORE - DOUGLAS,pub,None,None,2
HY-VEE C-STRORE - DOUGLAS,None,None,supermarket,2
HY-VEE C-STRORE - DOUGLAS,bar,None,None,1
HY-VEE DRUGSTORE #2 / WDM,restaurant,None,None,5
HY-VEE DRUGSTORE / ANKENY,None,None,supermarket,1
HY-VEE DRUGSTORE / ANKENY,bar,None,None,2
HY-VEE DRUGSTORE / ANKENY,cafe,None,None,1
HY-VEE DRUGSTORE / ANKENY,pub,None,None,3
HY-VEE DRUGSTORE / ANKENY,restaurant,None,None,11
HY-VEE DRUGSTORE / UNIVERSITY / DSM,restaurant,None,None,8
HY-VEE DRUGSTORE / UNIVERSITY / DSM,cafe,None,None,2
HY-VEE DRUGSTORE / UNIVERSITY / DSM,pub,None,None,2
HY-VEE DRUGSTORE / UNIVERSITY / DSM,None,None,supermarket,1
HY-VEE DRUGSTORE / UNIVERSITY / DSM,bar,None,None,2
HY-VEE DRUGTOWN / URBANDALE,None,None,supermarket,2
HY-VEE DRUGTOWN / URBANDALE,bar,None,None,2
HY-VEE DRUGTOWN / URBANDALE,cafe,None,None,1
HY-VEE DRUGTOWN / URBANDALE,pub,None,None,2
HY-VEE DRUGTOWN / URBANDALE,restaurant,None,None,11
HY-VEE FAST & FRESH - DES MOINES,bar,None,None,1
HY-VEE FAST & FRESH - DES MOINES,restaurant,None,None,3
HY-VEE FAST & FRESH / ALTOONA,restaurant,None,None,1
HY-VEE FAST & FRESH / ALTOONA,None,None,supermarket,2
HY-VEE FAST AND FRESH #2 / GRIMES,cafe,None,None,2
HY-VEE FAST AND FRESH #2 / GRIMES,restaurant,None,None,2
HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,None,None,supermarket,1
HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,bar,None,None,6
HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,cafe,None,None,2
HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,pub,None,None,3
HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,restaurant,None,None,14
HY-VEE FAST AND FRESH #3 / URBANDALE,pub,None,None,1
HY-VEE FAST AND FRESH #3 / WEST DES MOINES,restaurant,None,None,14
HY-VEE FAST AND FRESH #3 / WEST DES MOINES,pub,None,None,3
HY-VEE FAST AND FRESH #3 / WEST DES MOINES,cafe,None,None,2
HY-VEE FAST AND FRESH #3 / WEST DES MOINES,bar,None,None,6
HY-VEE FAST AND FRESH #3 / WEST DES MOINES,None,None,supermarket,1
HY-VEE FAST AND FRESH #4 / URBANDALE,cafe,None,None,1
HY-VEE FAST AND FRESH - URBANDALE,None,None,supermarket,1
HY-VEE FAST AND FRESH - URBANDALE,cafe,None,None,1
HY-VEE FAST AND FRESH - URBANDALE,pub,None,None,1
HY-VEE FAST AND FRESH - URBANDALE,restaurant,None,None,3
HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,pub,None,None,2
HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,restaurant,None,None,4
HY-VEE FAST AND FRESH - WINDSOR HEIGHTS,bar,None,None,3
HY-VEE FAST AND FRESH / CLIVE,bar,None,None,1
HY-VEE FAST AND FRESH / CLIVE,cafe,None,None,2
HY-VEE FAST AND FRESH / CLIVE,pub,None,None,2
HY-VEE FAST AND FRESH / CLIVE,restaurant,None,None,21
HY-VEE FAST AND FRESH / GRIMES,None,None,supermarket,4
HY-VEE FAST AND FRESH / GRIMES,cafe,None,None,2
HY-VEE FAST AND FRESH / GRIMES,restaurant,None,None,6
HY-VEE FAST AND FRESH / GRIMES,restaurant,None,vacant,1
HY-VEE FAST AND FRESH / JOHNSTON,restaurant,None,None,9
HY-VEE FAST AND FRESH / JOHNSTON,pub,None,None,2
HY-VEE FAST AND FRESH / JOHNSTON,bar,None,None,1
HY-VEE FAST AND FRESH / JOHNSTON,None,None,supermarket,1
HY-VEE FAST AND FRESH / JOHNSTON,cafe,None,None,1
HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,None,None,supermarket,1
HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,bar,None,None,2
HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,cafe,None,None,2
HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,pub,None,None,1
HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,restaurant,None,None,7
HY-VEE FOOD AND DRUG / GRAND / WDM,cafe,None,None,2
HY-VEE FOOD AND DRUG / GRAND / WDM,restaurant,None,None,7
HY-VEE FOOD AND DRUG / GRAND / WDM,pub,None,None,1
HY-VEE FOOD AND DRUG / GRAND / WDM,bar,None,None,2
HY-VEE FOOD AND DRUG / GRAND / WDM,None,None,supermarket,1
HY-VEE FOOD STORE #1 (1887) / WDM,None,None,supermarket,4
HY-VEE FOOD STORE #1 (1887) / WDM,bar,None,None,3
HY-VEE FOOD STORE #1 (1887) / WDM,cafe,None,None,7
HY-VEE FOOD STORE #1 (1887) / WDM,pub,None,None,4
HY-VEE FOOD STORE #1 (1887) / WDM,restaurant,None,None,20
HY-VEE FOOD STORE #1 / WDM,pub,None,None,4
HY-VEE FOOD STORE #1 / WDM,cafe,None,None,6
HY-VEE FOOD STORE #1 / WDM,restaurant,None,None,20
HY-VEE FOOD STORE #1 / WDM,None,None,supermarket,4
HY-VEE FOOD STORE #1 / WDM,bar,None,None,2
HY-VEE FOOD STORE #2 (1138) / DES MOINES,None,None,supermarket,1
HY-VEE FOOD STORE #2 (1138) / DES MOINES,restaurant,None,None,1
HY-VEE FOOD STORE #2 / DES MOINES,None,None,supermarket,1
HY-VEE FOOD STORE #2 / DES MOINES,restaurant,None,None,1
HY-VEE FOOD STORE #2 / STATE ANKENY,pub,None,None,1
HY-VEE FOOD STORE #2 / STATE ANKENY,cafe,None,None,3
HY-VEE FOOD STORE #2 / STATE ANKENY,restaurant,None,None,11
HY-VEE FOOD STORE #2 / STATE ANKENY,None,None,supermarket,1
HY-VEE FOOD STORE #2 / STATE ANKENY,bar,None,None,2
HY-VEE FOOD STORE #3 (1142) / DES MOINES,None,None,supermarket,2
HY-VEE FOOD STORE #3 (1142) / DES MOINES,None,stadium,None,1
HY-VEE FOOD STORE #3 (1142) / DES MOINES,cafe,None,None,1
HY-VEE FOOD STORE #3 (1142) / DES MOINES,pub,None,None,1
HY-VEE FOOD STORE #3 (1142) / DES MOINES,restaurant,None,None,5
HY-VEE FOOD STORE #3 / DES MOINES,restaurant,None,None,4
HY-VEE FOOD STORE #3 / DES MOINES,None,None,supermarket,2
HY-VEE FOOD STORE #5 (1151) / DES MOINES,restaurant,None,None,2
HY-VEE FOOD STORE #5 / DES MOINES,restaurant,None,None,6
HY-VEE FOOD STORE #5 / DES MOINES,cafe,None,None,1
HY-VEE FOOD STORE #5 / DES MOINES,None,None,supermarket,3
HY-VEE FOOD STORE (1011) / ALTOONA,None,None,supermarket,2
HY-VEE FOOD STORE (1011) / ALTOONA,restaurant,None,None,1
HY-VEE FOOD STORE (1148) / FLEUR / DSM,None,None,supermarket,3
HY-VEE FOOD STORE (1148) / FLEUR / DSM,cafe,None,None,3
HY-VEE FOOD STORE (1148) / FLEUR / DSM,pub,None,None,1
HY-VEE FOOD STORE (1148) / FLEUR / DSM,restaurant,None,None,7
HY-VEE FOOD STORE / ALTOONA,None,None,supermarket,2
HY-VEE FOOD STORE / ALTOONA,restaurant,None,None,1
HY-VEE FOOD STORE / DOUGLAS,restaurant,None,None,11
HY-VEE FOOD STORE / DOUGLAS,pub,None,None,2
HY-VEE FOOD STORE / DOUGLAS,None,None,supermarket,2
HY-VEE FOOD STORE / DOUGLAS,bar,None,None,1
HY-VEE FOOD STORE / DOUGLAS,cafe,None,None,1
HY-VEE FOOD STORE / FLEUR / DSM,None,None,supermarket,3
HY-VEE FOOD STORE / FLEUR / DSM,cafe,None,None,3
HY-VEE FOOD STORE / FLEUR / DSM,pub,None,None,1
HY-VEE FOOD STORE / FLEUR / DSM,restaurant,None,None,7
HY-VEE FOOD STORE / JOHNSTON,restaurant,None,None,9
HY-VEE FOOD STORE / JOHNSTON,pub,None,None,2
HY-VEE FOOD STORE / JOHNSTON,cafe,None,None,1
HY-VEE FOOD STORE / JOHNSTON,None,stadium,None,1
HY-VEE FOOD STORE / JOHNSTON,bar,None,None,1
HY-VEE FOOD STORE / JOHNSTON,None,None,supermarket,2
HY-VEE FOOD STORE / URBANDALE,None,None,supermarket,2
HY-VEE FOOD STORE / URBANDALE,bar,None,None,1
HY-VEE FOOD STORE / URBANDALE,cafe,None,None,1
HY-VEE FOOD STORE / URBANDALE,pub,None,None,2
HY-VEE FOOD STORE / URBANDALE,restaurant,None,None,11
HY-VEE FULFILLMENT CENTER,pub,None,None,3
HY-VEE FULFILLMENT CENTER,restaurant,None,None,13
HY-VEE FULFILLMENT CENTER,cafe,None,None,1
HY-VEE FULFILLMENT CENTER,bar,None,None,5
HY-VEE FULFILLMENT CENTER,None,None,supermarket,3
HY-VEE GAS #1 / ANKENY,None,None,supermarket,1
HY-VEE GAS #1 / ANKENY,None,stadium,None,12
HY-VEE GAS #1 / ANKENY,bar,None,None,2
HY-VEE GAS #1 / ANKENY,cafe,None,None,2
HY-VEE GAS #1 / ANKENY,pub,None,None,3
HY-VEE GAS #1 / ANKENY,restaurant,None,None,20
HY-VEE GAS #4 - WDM,pub,None,None,4
HY-VEE GAS #4 - WDM,cafe,None,None,5
HY-VEE GAS #4 - WDM,restaurant,None,None,11
HY-VEE GAS #4 - WDM,bar,None,None,4
HY-VEE GAS #4 - WDM,None,None,supermarket,1
HY-VEE GAS #4 - WDM,None,stadium,None,1
HY-VEE GAS #4 / DES MOINES,None,None,supermarket,3
HY-VEE GAS #4 / DES MOINES,cafe,None,None,3
HY-VEE GAS #4 / DES MOINES,pub,None,None,1
HY-VEE GAS #4 / DES MOINES,restaurant,None,None,7
HY-VEE GAS - PLEASANT HILL,None,None,supermarket,1
HY-VEE GAS - PLEASANT HILL,cafe,None,None,1
HY-VEE GAS / JOHNSTON,restaurant,None,None,9
HY-VEE GAS / JOHNSTON,pub,None,None,2
HY-VEE GAS / JOHNSTON,cafe,None,None,1
HY-VEE GAS / JOHNSTON,None,stadium,None,1
HY-VEE GAS / JOHNSTON,None,None,supermarket,2
HY-VEE GAS / JOHNSTON,bar,None,None,1
HY-VEE WINE & SPIRITS #1 / MLK,None,None,supermarket,1
HY-VEE WINE & SPIRITS #1 / MLK,bar,None,None,1
HY-VEE WINE & SPIRITS #1 / MLK,restaurant,None,None,3
HY-VEE WINE AND SPIRITS #1,bar,None,None,1
HY-VEE WINE AND SPIRITS #1,None,None,supermarket,1
HY-VEE WINE AND SPIRITS #1,restaurant,None,None,3
HY-VEE WINE AND SPIRITS (1022) / ANKENY,pub,None,None,3
HY-VEE WINE AND SPIRITS (1022) / ANKENY,cafe,None,None,2
HY-VEE WINE AND SPIRITS (1022) / ANKENY,restaurant,None,None,20
HY-VEE WINE AND SPIRITS (1022) / ANKENY,None,stadium,None,12
HY-VEE WINE AND SPIRITS (1022) / ANKENY,bar,None,None,2
HY-VEE WINE AND SPIRITS (1022) / ANKENY,None,None,supermarket,1
HY-VEE WINE AND SPIRITS / ANKENY,None,None,supermarket,1
HY-VEE WINE AND SPIRITS / ANKENY,None,stadium,None,12
HY-VEE WINE AND SPIRITS / ANKENY,bar,None,None,2
HY-VEE WINE AND SPIRITS / ANKENY,cafe,None,None,2
HY-VEE WINE AND SPIRITS / ANKENY,pub,None,None,3
HY-VEE WINE AND SPIRITS / ANKENY,restaurant,None,None,19
HY-VEE WINE AND SPIRITS / HUBBELL,restaurant,None,None,2
HY-VEE WINE AND SPIRITS / HUBBELL,bar,None,None,2
HY-VEE WINE AND SPIRITS / HUBBELL,None,None,supermarket,1
I-35 SPIRITS / ANKENY,pub,None,None,1
I-35 SPIRITS / ANKENY,restaurant,None,None,5
INGERSOLL LIQUOR AND BEVERAGE,None,None,supermarket,1
INGERSOLL LIQUOR AND BEVERAGE,bar,None,None,6
INGERSOLL LIQUOR AND BEVERAGE,cafe,None,None,4
INGERSOLL LIQUOR AND BEVERAGE,pub,None,None,2
INGERSOLL LIQUOR AND BEVERAGE,restaurant,None,None,13
INGERSOLL WINE MERCHANTS,restaurant,None,None,13
INGERSOLL WINE MERCHANTS,pub,None,None,2
INGERSOLL WINE MERCHANTS,cafe,None,None,1
INGERSOLL WINE MERCHANTS,bar,None,None,1
INGERSOLL WINE MERCHANTS,None,None,supermarket,1
JCL STORE,None,None,supermarket,3
JCL STORE,bar,None,None,2
JCL STORE,cafe,None,None,3
JCL STORE,pub,None,None,1
JCL STORE,restaurant,None,None,13
JCL STORE,restaurant,amusement_arcade,None,1
JK AFRICAN STORE LLC / DES MOINES,restaurant,None,None,5
JK AFRICAN STORE LLC / DES MOINES,pub,None,None,1
JK AFRICAN STORE LLC / DES MOINES,cafe,None,None,4
JK AFRICAN STORE LLC / DES MOINES,None,stadium,None,2
JK AFRICAN STORE LLC / DES MOINES,None,None,supermarket,2
JK AFRICAN STORE LLC / DES MOINES,bar,None,None,1
JOHNSON BROTHERS WIRTZ,None,None,supermarket,1
JOHNSON BROTHERS WIRTZ,None,stadium,None,1
JOHNSON BROTHERS WIRTZ,bar,None,None,3
JOHNSON BROTHERS WIRTZ,restaurant,None,None,2
KUM & GO # 542 / URBANDALE,cafe,None,None,2
KUM & GO # 542 / URBANDALE,restaurant,None,None,5
KUM & GO #0731 / DES MOINES,None,stadium,None,2
KUM & GO #0731 / DES MOINES,restaurant,None,None,7
KUM & GO #0731 / DES MOINES,pub,None,None,1
KUM & GO #0731 / DES MOINES,None,None,supermarket,3
KUM & GO #0731 / DES MOINES,bar,None,None,1
KUM & GO #0731 / DES MOINES,cafe,None,None,3
KUM & GO #1097,None,None,supermarket,1
KUM & GO #1097,None,stadium,None,1
KUM & GO #1097,cafe,None,None,2
KUM & GO #1097,pub,None,None,1
KUM & GO #1097,restaurant,None,None,4
KUM & GO #1097 / 50TH WDM,restaurant,None,None,4
KUM & GO #1097 / 50TH WDM,pub,None,None,1
KUM & GO #1097 / 50TH WDM,None,None,supermarket,1
KUM & GO #1097 / 50TH WDM,None,stadium,None,1
KUM & GO #1097 / 50TH WDM,cafe,None,None,2
KUM & GO #121 / URBANDALE,restaurant,None,None,3
KUM & GO #129  /  JOHNSTON,None,None,supermarket,1
KUM & GO #129  /  JOHNSTON,bar,None,None,4
KUM & GO #129  /  JOHNSTON,cafe,None,None,2
KUM & GO #129  /  JOHNSTON,pub,None,None,1
KUM & GO #129  /  JOHNSTON,restaurant,None,None,11
KUM & GO #129 / JOHNSTON,pub,None,None,1
KUM & GO #129 / JOHNSTON,restaurant,None,None,11
KUM & GO #129 / JOHNSTON,bar,None,None,4
KUM & GO #129 / JOHNSTON,None,None,supermarket,1
KUM & GO #129 / JOHNSTON,cafe,None,None,2
KUM & GO #135 / POLK CITY,None,None,supermarket,1
KUM & GO #135 / POLK CITY,bar,None,None,1
KUM & GO #135 / POLK CITY,cafe,None,None,2
KUM & GO #135 / POLK CITY,pub,None,None,1
KUM & GO #135 / POLK CITY,restaurant,None,None,4
KUM & GO #141 / GRIMES,restaurant,None,None,1
KUM & GO #141 / GRIMES,cafe,None,None,3
KUM & GO #141 / GRIMES,bar,None,None,2
KUM & GO #141 / GRIMES,None,None,supermarket,1
KUM & GO #141 / GRIMES,None,stadium,None,1
KUM & GO #170 / URBANDALE,bar,None,None,6
KUM & GO #170 / URBANDALE,cafe,None,None,2
KUM & GO #170 / URBANDALE,pub,None,None,2
KUM & GO #170 / URBANDALE,restaurant,None,None,13
KUM & GO #206 / CLIVE,pub,None,None,4
KUM & GO #206 / CLIVE,restaurant,None,None,18
KUM & GO #206 / CLIVE,restaurant,amusement_arcade,None,1
KUM & GO #206 / CLIVE,cafe,None,None,2
KUM & GO #206 / CLIVE,None,None,supermarket,2
KUM & GO #206 / CLIVE,bar,None,None,8
KUM & GO #208 / SE 14TH DM,None,None,supermarket,1
KUM & GO #208 / SE 14TH DM,restaurant,None,None,4
KUM & GO #2091 / ASHWORTH / WDM,restaurant,None,None,5
KUM & GO #292 / ANKENY,pub,None,None,2
KUM & GO #292 / ANKENY,cafe,None,None,1
KUM & GO #292 / ANKENY,restaurant,None,None,10
KUM & GO #292 / ANKENY,None,None,supermarket,3
KUM & GO #292 / ANKENY,None,stadium,None,12
KUM & GO #4020 / ANKENY,None,None,supermarket,1
KUM & GO #4020 / ANKENY,bar,None,None,2
KUM & GO #4020 / ANKENY,cafe,None,None,3
KUM & GO #4020 / ANKENY,pub,None,None,1
KUM & GO #4020 / ANKENY,restaurant,None,None,11
KUM & GO #4084 / ALTOONA,None,None,supermarket,2
KUM & GO #4084 / ALTOONA,restaurant,None,None,1
KUM & GO #50 / WEST DES MOINES,pub,None,None,4
KUM & GO #50 / WEST DES MOINES,restaurant,None,None,10
KUM & GO #50 / WEST DES MOINES,cafe,None,None,4
KUM & GO #50 / WEST DES MOINES,bar,None,None,4
KUM & GO #50 / WEST DES MOINES,None,stadium,None,1
KUM & GO #50 / WEST DES MOINES,None,None,supermarket,1
KUM & GO #542 / URBANDALE,cafe,None,None,2
KUM & GO #542 / URBANDALE,restaurant,None,None,5
KUM & GO #570 / JOHNSTON,restaurant,None,None,1
KUM & GO #570 / JOHNSTON,cafe,None,None,1
KUM & GO #570 / JOHNSTON,pub,None,None,1
KUM & GO #570 / JOHNSTON,None,stadium,None,1
KUM & GO #570 / JOHNSTON,None,None,supermarket,1
KUM & GO #570 / JOHNSTON,bar,None,None,1
KUM & GO #572 / URBANDALE,cafe,None,None,1
KUM & GO #572 / URBANDALE,restaurant,None,None,1
KUM & GO #573 / SE 14TH DM,None,None,supermarket,4
KUM & GO #573 / SE 14TH DM,cafe,None,None,1
KUM & GO #573 / SE 14TH DM,restaurant,None,None,7
KUM & GO #576 / WEST DES MOINES,cafe,None,None,1
KUM & GO #576 / WEST DES MOINES,None,stadium,None,1
KUM & GO #579 / ANKENY,pub,None,None,5
KUM & GO #579 / ANKENY,restaurant,None,None,11
KUM & GO #579 / ANKENY,bar,None,None,3
KUM & GO #579 / ANKENY,cafe,None,None,1
KUM & GO #62 / JOHNSTON,bar,None,None,1
KUM & GO #62 / JOHNSTON,restaurant,None,None,3
KUM & GO #66 / WEST DES MOINES,None,None,supermarket,1
KUM & GO #66 / WEST DES MOINES,bar,None,None,1
KUM & GO #66 / WEST DES MOINES,cafe,None,None,2
KUM & GO #66 / WEST DES MOINES,pub,None,None,2
KUM & GO #66 / WEST DES MOINES,restaurant,None,None,20
KUM & GO #7701 / DES MOINES,restaurant,None,None,53
KUM & GO #7701 / DES MOINES,pub,None,None,10
KUM & GO #7701 / DES MOINES,cafe,None,None,13
KUM & GO #7701 / DES MOINES,bar,None,None,34
KUM & GO #7701 / DES MOINES,None,None,supermarket,2
KUM & GO #7701 / DES MOINES,None,stadium,None,1
KUM & GO #777 / URBANDALE,None,None,supermarket,2
KUM & GO #777 / URBANDALE,bar,None,None,2
KUM & GO #777 / URBANDALE,cafe,None,None,1
KUM & GO #777 / URBANDALE,pub,None,None,2
KUM & GO #777 / URBANDALE,restaurant,None,None,11
KUM & GO #8 / 8TH ST / WDM,pub,None,None,3
KUM & GO #8 / 8TH ST / WDM,restaurant,None,None,9
KUM & GO #8 / 8TH ST / WDM,bar,None,None,5
KUM & GO #8 / 8TH ST / WDM,None,None,supermarket,4
KUM & GO #8 / 8TH ST / WDM,cafe,None,None,2
KUM & GO #92 / ANKENY,pub,None,None,1
KUM & GO #92 / ANKENY,restaurant,None,None,5
KUM & GO #97 / WEST DES MOINES,None,None,supermarket,1
KUM & GO #97 / WEST DES MOINES,None,stadium,None,1
KUM & GO #97 / WEST DES MOINES,bar,None,None,2
KUM & GO #97 / WEST DES MOINES,cafe,None,None,3
KUM & GO #97 / WEST DES MOINES,pub,None,None,3
KUM & GO #97 / WEST DES MOINES,restaurant,None,None,8
KWIK STAR #1097 / URBANDALE,restaurant,None,None,1
KWIK STAR #1097 / URBANDALE,cafe,None,None,1
KWIK STAR #1097 / URBANDALE,pub,None,None,1
KWIK STAR #1155 / PLEASANT HILL,None,None,supermarket,1
KWIK STAR #1703 / JOHNSTON,None,None,supermarket,2
KWIK STAR #1703 / JOHNSTON,bar,None,None,1
KWIK STAR #1703 / JOHNSTON,cafe,None,None,1
KWIK STAR #1703 / JOHNSTON,pub,None,None,3
KWIK STAR #1703 / JOHNSTON,restaurant,None,None,9
LA TROPICANA / URBANDALE,restaurant,None,None,13
LA TROPICANA / URBANDALE,cafe,None,None,1
LA TROPICANA / URBANDALE,pub,None,None,4
LA TROPICANA / URBANDALE,None,None,supermarket,3
LA TROPICANA / URBANDALE,bar,None,None,7
LAST STOP BEVERAGE SHOP,None,None,supermarket,1
LAST STOP BEVERAGE SHOP,None,stadium,None,1
LAST STOP BEVERAGE SHOP,bar,None,None,2
LAST STOP BEVERAGE SHOP,restaurant,None,None,3
LICKETY LIQUOR,None,None,supermarket,1
LICKETY LIQUOR,restaurant,None,None,1
LIQUOR GARDEN / URBANDALE,cafe,None,None,1
LIQUOR GARDEN / URBANDALE,pub,None,None,1
LIQUOR GARDEN / URBANDALE,restaurant,None,None,3
LIQUOR LAND / DES MOINES,restaurant,None,None,10
LIQUOR LAND / DES MOINES,pub,None,None,2
LIQUOR LAND / DES MOINES,bar,None,None,1
LIQUOR LAND / DES MOINES,cafe,None,None,1
LIQUOR LOVERS  / ANKENY,bar,None,None,2
LIQUOR LOVERS  / ANKENY,cafe,None,None,1
LIQUOR LOVERS  / ANKENY,pub,None,None,5
LIQUOR LOVERS  / ANKENY,restaurant,None,None,8
LIQUOR LOVERS / ANKENY,bar,None,None,2
LIQUOR LOVERS / ANKENY,cafe,None,None,2
LIQUOR LOVERS / ANKENY,pub,None,None,4
LIQUOR LOVERS / ANKENY,restaurant,None,None,6
MARLE HAY LIQUOR & SMOKE / DES MOINES,restaurant,None,None,14
MARLE HAY LIQUOR & SMOKE / DES MOINES,cafe,None,None,3
MARLE HAY LIQUOR & SMOKE / DES MOINES,None,None,supermarket,1
MARLE HAY LIQUOR & SMOKE / DES MOINES,bar,None,None,6
MARRIOTT CORP.,None,None,supermarket,3
MARRIOTT CORP.,None,stadium,None,1
MARRIOTT CORP.,bar,None,None,34
MARRIOTT CORP.,cafe,None,None,14
MARRIOTT CORP.,pub,None,None,9
MARRIOTT CORP.,restaurant,None,None,53
MIDWEST FOOD & LIQUOR / PLEASANT HILL,None,None,supermarket,1
MIDWEST FOOD & LIQUOR / PLEASANT HILL,cafe,None,None,1
MLK LIQUOR LLC / DES MOINES,None,None,supermarket,1
MLK LIQUOR LLC / DES MOINES,bar,None,None,1
MLK LIQUOR LLC / DES MOINES,restaurant,None,None,3
NAT FOOD MART / 2ND AVE DM,None,None,supermarket,1
NAT FOOD MART / 2ND AVE DM,restaurant,None,None,4
NAT FOOD MART / 2ND AVE DM,restaurant,None,coffee,1
NEIGHBORHOOD LIQUOR HOUSE / ANKENY,None,None,supermarket,2
NORTH AMERICAN SPIRITS,pub,None,None,10
NORTH AMERICAN SPIRITS,restaurant,None,None,35
NORTH AMERICAN SPIRITS,cafe,None,None,7
NORTH AMERICAN SPIRITS,bar,None,None,32
NORTH AMERICAN SPIRITS,None,stadium,None,1
NORTH AMERICAN SPIRITS,None,None,supermarket,2
OASIS,None,None,supermarket,1
OASIS,None,stadium,None,2
OASIS,bar,None,None,20
OASIS,cafe,None,None,7
OASIS,pub,None,None,8
OASIS,restaurant,None,None,38
OASIS GROCERY AND LIQUOR /,restaurant,None,None,8
OASIS GROCERY AND LIQUOR /,pub,None,None,3
OASIS GROCERY AND LIQUOR /,cafe,None,None,1
OASIS GROCERY AND LIQUOR /,bar,None,None,1
OASIS GROCERY AND LIQUOR /,None,None,supermarket,2
PHILLIPS 66,None,None,supermarket,1
PHILLIPS 66,None,stadium,None,1
PHILLIPS 66,bar,None,None,22
PHILLIPS 66,cafe,None,None,4
PHILLIPS 66,pub,None,None,9
PHILLIPS 66,restaurant,None,None,26
POLK CITY LIQUOR,restaurant,None,None,4
POLK CITY LIQUOR,pub,None,None,1
POLK CITY LIQUOR,bar,None,None,1
POLK CITY LIQUOR,None,None,supermarket,1
POLK CITY LIQUOR,cafe,None,None,2
POLK CITY LIQUOR / POLK CITY,None,None,supermarket,1
POLK CITY LIQUOR / POLK CITY,bar,None,None,1
POLK CITY LIQUOR / POLK CITY,cafe,None,None,2
POLK CITY LIQUOR / POLK CITY,pub,None,None,1
POLK CITY LIQUOR / POLK CITY,restaurant,None,None,4
PRAIRIE MEADOWS,cafe,None,None,1
PRAIRIE MEADOWS,restaurant,None,None,11
PRAIRIE MEADOWS,pub,None,None,2
PRAIRIE MEADOWS,bar,None,None,1
PRAIRIE MEADOWS,None,None,supermarket,1
PRICE CHOPPER  /  BEAVER,None,None,supermarket,2
